time/fps,train/actor_loss,rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,time/episodes,time/total_timesteps,train/critic_loss,train/learning_rate,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
63,51.776702880859375,-39.97120522,144699,100.0,1448,144800,0.10239514708518982,0.001,2281,,
,52.006629943847656,,144899,,,145000,0.08675192296504974,0.001,,-38.919916519999994,100.0
63,52.300697326660156,-40.05619177,145099,100.0,1452,145200,0.08318117260932922,0.001,2288,,
,52.04108428955078,,145399,,,145500,0.0851300060749054,0.001,,-40.026140260000005,100.0
63,51.6301383972168,-39.90372115,145499,100.0,1456,145600,0.11883850395679474,0.001,2295,,
,52.115013122558594,,145899,,,146000,0.13358277082443237,0.001,,-39.642719819999996,100.0
63,,-39.756690729999995,,100.0,1460,146000,,,2302,,
63,52.01301956176758,-39.49578473,146299,100.0,1464,146400,0.19084227085113525,0.001,2305,,
,51.518409729003906,,146399,,,146500,0.09945476055145264,0.001,,-38.64504032,100.0
63,52.239864349365234,-39.52092769,146699,100.0,1468,146800,0.16944345831871033,0.001,2312,,
,52.09137725830078,,146899,,,147000,0.054035454988479614,0.001,,-41.79522586,100.0
63,51.629600524902344,-39.77537931999999,147099,100.0,1472,147200,0.06941390037536621,0.001,2319,,
,52.59482955932617,,147399,,,147500,0.0771176815032959,0.001,,-40.59382454000001,100.0
63,51.65380859375,-39.92554778999999,147499,100.0,1476,147600,0.06807426363229752,0.001,2327,,
,52.295188903808594,,147899,,,148000,0.09787190705537796,0.001,,-40.63667946,100.0
63,,-39.86173796999999,,100.0,1480,148000,,,2334,,
63,51.94690704345703,-39.667626139999996,148299,100.0,1484,148400,0.09118552505970001,0.001,2337,,
,52.045310974121094,,148399,,,148500,0.08383363485336304,0.001,,-40.62692362,100.0
63,52.16411590576172,-39.68414247,148699,100.0,1488,148800,0.1234741061925888,0.001,2344,,
,51.95932388305664,,148899,,,149000,0.07819202542304993,0.001,,-43.17411421999999,100.0
63,51.67854309082031,-39.561132109999996,149099,100.0,1492,149200,0.0911383405327797,0.001,2351,,
,51.95579528808594,,149399,,,149500,0.07747936248779297,0.001,,-43.271308260000005,100.0
63,51.715492248535156,-39.62355404,149499,100.0,1496,149600,0.06801819056272507,0.001,2358,,
,51.83378601074219,,149899,,,150000,0.0765032172203064,0.001,,-41.41081574,100.0
63,,-39.68860957,,100.0,1500,150000,,,2365,,
63,52.03660202026367,-39.591364780000006,150299,100.0,1504,150400,0.12710846960544586,0.001,2368,,
,52.01683044433594,,150399,,,150500,0.05975892022252083,0.001,,-43.370404580000006,100.0
63,52.212425231933594,-40.150945230000005,150699,100.0,1508,150800,0.0865018218755722,0.001,2376,,
,52.333892822265625,,150899,,,151000,0.09157685935497284,0.001,,-39.6048762,100.0
63,52.256736755371094,-40.18321697,151099,100.0,1512,151200,0.1344507336616516,0.001,2383,,
,51.66958236694336,,151399,,,151500,0.07035021483898163,0.001,,-42.403946420000004,100.0
63,51.988861083984375,-39.856904539999995,151499,100.0,1516,151600,0.08651140332221985,0.001,2390,,
,52.261959075927734,,151899,,,152000,0.06776419281959534,0.001,,-39.95507334,100.0
63,,-39.81685639,,100.0,1520,152000,,,2397,,
63,52.091453552246094,-39.67911665,152299,100.0,1524,152400,0.06617134809494019,0.001,2400,,
,52.171043395996094,,152399,,,152500,0.06006840616464615,0.001,,-37.793146039999996,100.0
63,52.12544250488281,-39.590104450000005,152699,100.0,1528,152800,0.08414849638938904,0.001,2407,,
,51.85205078125,,152899,,,153000,0.07053820788860321,0.001,,-39.2682617,100.0
63,52.171607971191406,-39.741175610000006,153099,100.0,1532,153200,0.050505295395851135,0.001,2414,,
,51.82294464111328,,153399,,,153500,0.07953493297100067,0.001,,-39.43995806,100.0
63,52.37480926513672,-39.685571589999995,153499,100.0,1536,153600,0.07862630486488342,0.001,2422,,
,52.17140197753906,,153899,,,154000,0.09511514008045197,0.001,,-38.77718868,100.0
63,,-39.6259023,,100.0,1540,154000,,,2429,,
63,52.234413146972656,-39.454929310000004,154299,100.0,1544,154400,0.11339375376701355,0.001,2432,,
,51.881736755371094,,154399,,,154500,0.09105797111988068,0.001,,-38.278951580000005,100.0
63,52.28028106689453,-39.69346473,154699,100.0,1548,154800,0.06965088099241257,0.001,2439,,
,51.60028076171875,,154899,,,155000,0.09673340618610382,0.001,,-38.9596634,100.0
63,52.13115310668945,-39.595734039999996,155099,100.0,1552,155200,0.068001389503479,0.001,2446,,
,52.05964660644531,,155399,,,155500,0.09421852976083755,0.001,,-39.1465566,100.0
63,51.801841735839844,-39.638537459999995,155499,100.0,1556,155600,0.13239797949790955,0.001,2453,,
,52.09530258178711,,155899,,,156000,0.09713183343410492,0.001,,-38.477780980000006,100.0
63,,-39.820293389999996,,100.0,1560,156000,,,2460,,
63,52.38439178466797,-39.899158680000006,156299,100.0,1564,156400,0.08896663784980774,0.001,2463,,
,52.08013153076172,,156399,,,156500,0.08510114252567291,0.001,,-37.63660082,100.0
63,51.26212692260742,-39.61153332,156699,100.0,1568,156800,0.08987238258123398,0.001,2471,,
,51.77997589111328,,156899,,,157000,0.06964510679244995,0.001,,-38.61985564,100.0
63,51.68299102783203,-39.35827631,157099,100.0,1572,157200,0.09538399428129196,0.001,2478,,
,51.70208740234375,,157399,,,157500,0.08256684243679047,0.001,,-37.451064099999996,100.0
63,51.744136810302734,-39.07164327,157499,100.0,1576,157600,0.06122289597988129,0.001,2485,,
,51.96696090698242,,157899,,,158000,0.06844741106033325,0.001,,-37.9790454,100.0
63,,-38.928314109999995,,100.0,1580,158000,,,2492,,
63,51.99516677856445,-39.08722703,158299,100.0,1584,158400,0.06851176917552948,0.001,2495,,
,51.89807891845703,,158399,,,158500,0.07194473594427109,0.001,,-35.770522799999995,100.0
63,51.96929931640625,-38.967065399999996,158699,100.0,1588,158800,0.07737258821725845,0.001,2502,,
,51.932960510253906,,158899,,,159000,0.08689309656620026,0.001,,-37.0291134,100.0
63,52.05926513671875,-39.00605899999999,159099,100.0,1592,159200,0.06641808152198792,0.001,2509,,
,51.6140022277832,,159399,,,159500,0.0825100839138031,0.001,,-38.18345876,100.0
63,51.35211181640625,-38.8815338,159499,100.0,1596,159600,0.09637472033500671,0.001,2516,,
,51.63505554199219,,159899,,,160000,0.06769891083240509,0.001,,-37.13341372,100.0
63,,-38.34969449,,100.0,1600,160000,,,2523,,
63,51.69501876831055,-38.27015017,160299,100.0,1604,160400,0.07575760036706924,0.001,2526,,
,52.02488708496094,,160399,,,160500,0.0627673864364624,0.001,,-37.845073539999994,100.0
63,51.63652420043945,-37.84625349,160699,100.0,1608,160800,0.06245851516723633,0.001,2534,,
,51.368465423583984,,160899,,,161000,0.0922769159078598,0.001,,-38.5216158,100.0
63,51.935855865478516,-37.66616089,161099,100.0,1612,161200,0.07776382565498352,0.001,2541,,
,51.72011947631836,,161399,,,161500,0.08165404945611954,0.001,,-38.19488418,100.0
63,51.624324798583984,-37.71382617,161499,100.0,1616,161600,0.07608698308467865,0.001,2548,,
,51.318145751953125,,161899,,,162000,0.07576696574687958,0.001,,-38.12131808000001,100.0
63,,-37.42549310999999,,100.0,1620,162000,,,2555,,
63,51.512550354003906,-37.54276392,162299,100.0,1624,162400,0.07601812481880188,0.001,2558,,
,51.851802825927734,,162399,,,162500,0.06855174899101257,0.001,,-37.32515152,100.0
63,51.673301696777344,-37.54520678,162699,100.0,1628,162800,0.08456041663885117,0.001,2565,,
,51.571712493896484,,162899,,,163000,0.07238410413265228,0.001,,-39.41608082,100.0
63,51.98118591308594,-37.41272815,163099,100.0,1632,163200,0.08802060782909393,0.001,2572,,
,51.63543701171875,,163399,,,163500,0.07912774384021759,0.001,,-38.63834662,100.0
63,51.31817626953125,-37.609221219999995,163499,100.0,1636,163600,0.10505831241607666,0.001,2579,,
,51.25618362426758,,163899,,,164000,0.09966649860143661,0.001,,-39.158489200000005,100.0
63,,-37.700719570000004,,100.0,1640,164000,,,2586,,
63,51.53571319580078,-37.6348337,164299,100.0,1644,164400,0.07177756726741791,0.001,2589,,
,51.41519546508789,,164399,,,164500,0.12840084731578827,0.001,,-38.6985143,100.0
63,51.772037506103516,-37.45479172,164699,100.0,1648,164800,0.0746648907661438,0.001,2596,,
,51.8538818359375,,164899,,,165000,0.07813002169132233,0.001,,-39.280299719999995,100.0
63,51.47449493408203,-37.198941749999996,165099,100.0,1652,165200,0.10257068276405334,0.001,2603,,
,51.86339569091797,,165399,,,165500,0.1282663345336914,0.001,,-38.5469226,100.0
63,52.16155242919922,-37.22812367,165499,100.0,1656,165600,0.23704063892364502,0.001,2610,,
,51.90690612792969,,165899,,,166000,0.13352972269058228,0.001,,-41.957727160000005,100.0
63,,-37.222472360000005,,100.0,1660,166000,,,2618,,
63,51.18812942504883,-37.293096510000005,166299,100.0,1664,166400,0.09801530838012695,0.001,2621,,
,51.87336730957031,,166399,,,166500,0.1016930639743805,0.001,,-40.71585618,100.0
63,51.58048629760742,-37.4261864,166699,100.0,1668,166800,0.12802545726299286,0.001,2628,,
,51.99789047241211,,166899,,,167000,0.08565080165863037,0.001,,-40.907975660000005,100.0
63,51.6634521484375,-37.67575237999999,167099,100.0,1672,167200,0.09243159741163254,0.001,2635,,
,52.01417541503906,,167399,,,167500,0.1372016817331314,0.001,,-44.6602271,100.0
63,52.03730773925781,-38.15185585,167499,100.0,1676,167600,0.10998199880123138,0.001,2642,,
,51.451515197753906,,167899,,,168000,0.13884584605693817,0.001,,-43.961848200000006,100.0
63,,-38.3401138,,100.0,1680,168000,,,2649,,
63,51.731929779052734,-38.44158056,168299,100.0,1684,168400,0.11929067969322205,0.001,2652,,
,51.51344299316406,,168399,,,168500,0.1141936406493187,0.001,,-42.742888920000006,100.0
63,51.88923645019531,-38.356369210000004,168699,100.0,1688,168800,0.11396534740924835,0.001,2659,,
,51.578941345214844,,168899,,,169000,0.1101423129439354,0.001,,-39.66889858,100.0
63,51.25123596191406,-38.29727728,169099,100.0,1692,169200,0.11587448418140411,0.001,2667,,
,51.74186706542969,,169399,,,169500,0.13628751039505005,0.001,,-41.72434896,100.0
63,51.80162811279297,-38.23238807,169499,100.0,1696,169600,0.16789895296096802,0.001,2674,,
,51.68080139160156,,169899,,,170000,0.13552641868591309,0.001,,-39.32767618,100.0
63,,-38.43006717,,100.0,1700,170000,,,2681,,
63,51.473121643066406,-38.49871444,170299,100.0,1704,170400,0.12424781918525696,0.001,2684,,
,51.95879364013672,,170399,,,170500,0.11578327417373657,0.001,,-42.17876522,100.0
63,51.83477020263672,-38.55356656,170699,100.0,1708,170800,0.12173798680305481,0.001,2691,,
,51.360557556152344,,170899,,,171000,0.14053022861480713,0.001,,-41.256298920000006,100.0
63,52.12370300292969,-38.573490070000005,171099,100.0,1712,171200,0.16027650237083435,0.001,2698,,
,52.1017951965332,,171399,,,171500,0.1664850115776062,0.001,,-43.44390886,100.0
63,51.92577362060547,-38.80787314,171499,100.0,1716,171600,0.19000597298145294,0.001,2705,,
,51.32175064086914,,171899,,,172000,0.16590282320976257,0.001,,-44.124560339999995,100.0
63,,-39.14395956,,100.0,1720,172000,,,2712,,
63,51.7030029296875,-39.3731257,172299,100.0,1724,172400,0.1384955644607544,0.001,2715,,
,52.11631774902344,,172399,,,172500,0.1529456526041031,0.001,,-43.2773712,100.0
63,51.37782287597656,-39.402705770000004,172699,100.0,1728,172800,0.16446828842163086,0.001,2722,,
,51.64546585083008,,172899,,,173000,0.11854401975870132,0.001,,-44.02720248,100.0
63,52.023380279541016,-39.69828817,173099,100.0,1732,173200,0.13129271566867828,0.001,2729,,
,51.486968994140625,,173399,,,173500,0.11563858389854431,0.001,,-44.00397724,100.0
63,51.840980529785156,-40.05377439,173499,100.0,1736,173600,0.1273832619190216,0.001,2736,,
,51.762351989746094,,173899,,,174000,0.1590118408203125,0.001,,-43.1186384,100.0
63,,-40.22941032,,100.0,1740,174000,,,2743,,
63,52.01829528808594,-40.39855849,174299,100.0,1744,174400,0.14457479119300842,0.001,2746,,
,52.215858459472656,,174399,,,174500,0.12346483767032623,0.001,,-47.581251859999995,100.0
63,51.83826446533203,-40.44613525000001,174699,100.0,1748,174800,0.12348847836256027,0.001,2753,,
,52.069419860839844,,174899,,,175000,0.1432371288537979,0.001,,-41.93085886,100.0
63,51.18181228637695,-40.814851559999994,175099,100.0,1752,175200,0.1335029900074005,0.001,2761,,
,51.96840286254883,,175399,,,175500,0.11709633469581604,0.001,,-42.317868860000004,100.0
63,52.10221862792969,-41.03351782,175499,100.0,1756,175600,0.21518290042877197,0.001,2768,,
,52.0464973449707,,175899,,,176000,0.1283269226551056,0.001,,-41.30201288,100.0
63,,-40.844763089999994,,100.0,1760,176000,,,2775,,
63,52.2522087097168,-40.86241145,176299,100.0,1764,176400,0.1585845798254013,0.001,2778,,
,52.313232421875,,176399,,,176500,0.12340445816516876,0.001,,-41.92798366,100.0
63,52.647216796875,-41.0713943,176699,100.0,1768,176800,0.14169450104236603,0.001,2785,,
,51.61796569824219,,176899,,,177000,0.17390266060829163,0.001,,-43.9443953,100.0
63,52.70611572265625,-40.988822479999996,177099,100.0,1772,177200,0.17037373781204224,0.001,2792,,
,52.540287017822266,,177399,,,177500,0.19293400645256042,0.001,,-41.46251266,100.0
63,52.445335388183594,-40.72213528,177499,100.0,1776,177600,0.1741204857826233,0.001,2799,,
,52.23310470581055,,177899,,,178000,0.14884021878242493,0.001,,-42.01982702,100.0
63,,-40.74178676,,100.0,1780,178000,,,2806,,
63,52.59325408935547,-40.540937500000005,178299,100.0,1784,178400,0.14635977149009705,0.001,2809,,
,52.19420623779297,,178399,,,178500,0.12847794592380524,0.001,,-42.380526520000004,100.0
63,52.50318908691406,-40.66049683999999,178699,100.0,1788,178800,0.14725066721439362,0.001,2817,,
,52.68678665161133,,178899,,,179000,0.1369694471359253,0.001,,-41.0171926,100.0
63,52.63817596435547,-41.02841700999999,179099,100.0,1792,179200,0.09912826120853424,0.001,2824,,
,52.8110466003418,,179399,,,179500,0.10496556758880615,0.001,,-41.84242654,100.0
63,53.17436599731445,-41.102454259999995,179499,100.0,1796,179600,0.14214560389518738,0.001,2831,,
,52.23698806762695,,179899,,,180000,0.1156635731458664,0.001,,-42.98906716,100.0
63,,-41.24654326999999,,100.0,1800,180000,,,2838,,
63,52.67338562011719,-41.676478360000004,180299,100.0,1804,180400,0.16843478381633759,0.001,2841,,
,52.402076721191406,,180399,,,180500,0.1533549427986145,0.001,,-42.551216239999995,100.0
63,52.356842041015625,-41.936517900000005,180699,100.0,1808,180800,0.187835693359375,0.001,2848,,
,52.46672821044922,,180899,,,181000,0.1700553596019745,0.001,,-43.48718634000001,100.0
63,52.477073669433594,-41.94148592999999,181099,100.0,1812,181200,0.14786884188652039,0.001,2855,,
,53.260711669921875,,181399,,,181500,0.12380148470401764,0.001,,-42.745543260000005,100.0
63,53.2087287902832,-41.91772139,181499,100.0,1816,181600,0.1535806506872177,0.001,2863,,
,52.902557373046875,,181899,,,182000,0.14654451608657837,0.001,,-43.03863671999999,100.0
63,,-41.97812062,,100.0,1820,182000,,,2870,,
63,52.559879302978516,-41.79720671000001,182299,100.0,1824,182400,0.1678066849708557,0.001,2873,,
,52.653297424316406,,182399,,,182500,0.18333551287651062,0.001,,-43.244062940000006,100.0
63,52.92911148071289,-41.90533321000001,182699,100.0,1828,182800,0.13592170178890228,0.001,2880,,
,53.406410217285156,,182899,,,183000,0.11888927966356277,0.001,,-47.413421879999994,100.0
63,53.09919738769531,-42.04882678,183099,100.0,1832,183200,0.1440546214580536,0.001,2887,,
,53.14051055908203,,183399,,,183500,0.13596045970916748,0.001,,-50.6754745,100.0
63,53.2662353515625,-42.183782300000004,183499,100.0,1836,183600,0.18772977590560913,0.001,2894,,
,53.018516540527344,,183899,,,184000,0.14638519287109375,0.001,,-52.66665512,100.0
63,,-42.546252640000006,,100.0,1840,184000,,,2901,,
63,53.04052734375,-42.759697079999995,184299,100.0,1844,184400,0.16219495236873627,0.001,2904,,
,53.27094268798828,,184399,,,184500,0.15224729478359222,0.001,,-46.21266820000001,100.0
63,53.42938232421875,-43.56102195999999,184699,100.0,1848,184800,0.14562219381332397,0.001,2912,,
,53.74413299560547,,184899,,,185000,0.16525138914585114,0.001,,-51.09298005999999,100.0
63,53.7310905456543,-44.42722642,185099,100.0,1852,185200,0.16470330953598022,0.001,2919,,
,53.38376998901367,,185399,,,185500,0.1573657989501953,0.001,,-50.922328580000006,100.0
63,53.814361572265625,-44.62143252,185499,100.0,1856,185600,0.17162668704986572,0.001,2926,,
,53.791114807128906,,185899,,,186000,0.11573045700788498,0.001,,-48.809446339999994,100.0
63,,-44.956185070000004,,100.0,1860,186000,,,2933,,
63,53.992881774902344,-45.239188909999996,186299,100.0,1864,186400,0.14829133450984955,0.001,2936,,
,53.76820373535156,,186399,,,186500,0.14704886078834534,0.001,,-49.85273068000001,100.0
63,54.238277435302734,-45.07424484,186699,100.0,1868,186800,0.12370112538337708,0.001,2943,,
,54.41497039794922,,186899,,,187000,0.10426764190196991,0.001,,-50.587065779999996,100.0
63,54.33890151977539,-45.24973975000001,187099,100.0,1872,187200,0.12680752575397491,0.001,2950,,
,54.03425598144531,,187399,,,187500,0.12868432700634003,0.001,,-46.16343021999999,100.0
63,53.876670837402344,-45.633435279999986,187499,100.0,1876,187600,0.12441430985927582,0.001,2957,,
,54.41279220581055,,187899,,,188000,0.11518313735723495,0.001,,-48.39856586,100.0
63,,-45.592241359999996,,100.0,1880,188000,,,2965,,
63,54.820316314697266,-45.991232520000004,188299,100.0,1884,188400,0.1310361921787262,0.001,2967,,
,54.83146286010742,,188399,,,188500,0.18634983897209167,0.001,,-52.84032216000001,100.0
63,54.71142578125,-46.34289144,188699,100.0,1888,188800,0.14302682876586914,0.001,2975,,
,54.263221740722656,,188899,,,189000,0.13079866766929626,0.001,,-44.970369999999996,100.0
63,54.66780090332031,-46.20557822000001,189099,100.0,1892,189200,0.1394568383693695,0.001,2982,,
,54.696441650390625,,189399,,,189500,0.13394415378570557,0.001,,-46.32235122,100.0
63,54.684608459472656,-46.458561440000004,189499,100.0,1896,189600,0.14569291472434998,0.001,2989,,
,54.60383987426758,,189899,,,190000,0.11862002313137054,0.001,,-48.730479859999996,100.0
63,,-46.865439560000006,,100.0,1900,190000,,,2996,,
63,54.36011505126953,-46.72744596000001,190299,100.0,1904,190400,0.15200155973434448,0.001,2999,,
,54.08934020996094,,190399,,,190500,0.15839533507823944,0.001,,-42.98351344,100.0
63,54.329505920410156,-46.595689840000006,190699,100.0,1908,190800,0.10085946321487427,0.001,3006,,
,54.31691360473633,,190899,,,191000,0.14452427625656128,0.001,,-46.10427632,100.0
63,54.71355438232422,-46.88379349000001,191099,100.0,1912,191200,0.15120768547058105,0.001,3013,,
,54.170616149902344,,191399,,,191500,0.11902526021003723,0.001,,-43.48159656,100.0
63,54.28935241699219,-47.12769423999999,191499,100.0,1916,191600,0.11960297077894211,0.001,3021,,
,54.116634368896484,,191899,,,192000,0.11870504170656204,0.001,,-44.94821254000001,100.0
63,,-47.20675167999999,,100.0,1920,192000,,,3028,,
63,54.148399353027344,-47.39212094999999,192299,100.0,1924,192400,0.14593733847141266,0.001,3031,,
,53.8748893737793,,192399,,,192500,0.11323010921478271,0.001,,-44.82214515999999,100.0
63,53.96392822265625,-47.492718710000005,192699,100.0,1928,192800,0.19031444191932678,0.001,3038,,
,54.43059539794922,,192899,,,193000,0.11611189693212509,0.001,,-47.39559386,100.0
63,54.313148498535156,-47.250670339999985,193099,100.0,1932,193200,0.12845613062381744,0.001,3045,,
,53.807804107666016,,193399,,,193500,0.08926724642515182,0.001,,-46.65936736,100.0
63,54.60171127319336,-46.499237089999994,193499,100.0,1936,193600,0.10458175837993622,0.001,3052,,
,54.50516891479492,,193899,,,194000,0.08124014735221863,0.001,,-45.71743982000001,100.0
63,,-45.94485201,,100.0,1940,194000,,,3059,,
63,54.11479187011719,-45.90033344999999,194299,100.0,1944,194400,0.13475075364112854,0.001,3062,,
,54.08750915527344,,194399,,,194500,0.0936669111251831,0.001,,-45.91223008000001,100.0
63,54.5941047668457,-45.329215829999995,194699,100.0,1948,194800,0.11801666021347046,0.001,3069,,
,55.1751823425293,,194899,,,195000,0.19272327423095703,0.001,,-41.58477722,100.0
63,54.936683654785156,-44.890292900000006,195099,100.0,1952,195200,0.11333534866571426,0.001,3077,,
,54.78973388671875,,195399,,,195500,0.12814359366893768,0.001,,-42.169573920000005,100.0
63,54.5806884765625,-44.499084520000004,195499,100.0,1956,195600,0.12771573662757874,0.001,3084,,
,55.02005386352539,,195899,,,196000,0.15394321084022522,0.001,,-47.331555040000005,100.0
63,,-44.14570742,,100.0,1960,196000,,,3091,,
63,54.41133117675781,-43.86843421999999,196299,100.0,1964,196400,0.11377289891242981,0.001,3094,,
,55.00920104980469,,196399,,,196500,0.12035559862852097,0.001,,-43.77399256,100.0
63,54.292198181152344,-43.92858448999999,196699,100.0,1968,196800,0.13370868563652039,0.001,3101,,
,54.814659118652344,,196899,,,197000,0.11173803359270096,0.001,,-44.08953632,100.0
63,54.88739013671875,-43.818280720000004,197099,100.0,1972,197200,0.12482432276010513,0.001,3108,,
,54.96034622192383,,197399,,,197500,0.16127946972846985,0.001,,-49.7157352,100.0
63,54.98130416870117,-43.87617451,197499,100.0,1976,197600,0.18170544505119324,0.001,3115,,
,54.89515686035156,,197899,,,198000,0.1858842670917511,0.001,,-52.771065039999996,100.0
63,,-44.09453339000001,,100.0,1980,198000,,,3123,,
63,55.21180725097656,-44.825552990000006,198299,100.0,1984,198400,0.1623474657535553,0.001,3126,,
,55.32027053833008,,198399,,,198500,0.16735762357711792,0.001,,-44.55983062,100.0
63,54.95488739013672,-45.00673119000001,198699,100.0,1988,198800,0.14033910632133484,0.001,3133,,
,55.311553955078125,,198899,,,199000,0.15274429321289062,0.001,,-44.76182728,100.0
63,55.26942443847656,-45.13115470000002,199099,100.0,1992,199200,0.17769035696983337,0.001,3140,,
,55.631526947021484,,199399,,,199500,0.1490037441253662,0.001,,-44.727115879999985,100.0
63,55.31031036376953,-44.93373231,199499,100.0,1996,199600,0.21474146842956543,0.001,3147,,
,55.02046203613281,,199899,,,200000,0.17498499155044556,0.001,,-44.9769259,100.0
63,,-44.858552440000004,,100.0,2000,200000,,,3154,,
63,55.10239791870117,-44.77398588,200299,100.0,2004,200400,0.15349015593528748,0.001,3157,,
,54.82503128051758,,200399,,,200500,0.22364288568496704,0.001,,-51.58256362000001,100.0
63,55.20429229736328,-45.146160009999996,200699,100.0,2008,200800,0.15136629343032837,0.001,3164,,
,54.978824615478516,,200899,,,201000,0.1473238170146942,0.001,,-55.08403445999999,100.0
63,54.77002716064453,-45.14432529,201099,100.0,2012,201200,0.20949570834636688,0.001,3172,,
,55.3829345703125,,201399,,,201500,0.1977761834859848,0.001,,-49.229498400000004,100.0
63,54.69960021972656,-45.118221590000005,201499,100.0,2016,201600,0.1849815398454666,0.001,3179,,
,54.85307312011719,,201899,,,202000,0.1642054319381714,0.001,,-48.96659232,100.0
63,,-45.3609076,,100.0,2020,202000,,,3186,,
63,54.76361846923828,-45.30612742,202299,100.0,2024,202400,0.12841340899467468,0.001,3189,,
,54.69276809692383,,202399,,,202500,0.14103791117668152,0.001,,-48.83242378,100.0
63,54.7664794921875,-45.65322665000001,202699,100.0,2028,202800,0.13219472765922546,0.001,3196,,
,54.72673034667969,,202899,,,203000,0.12958045303821564,0.001,,-49.87628237999999,100.0
63,54.3519287109375,-46.00630786,203099,100.0,2032,203200,0.1677674949169159,0.001,3203,,
,54.68138885498047,,203399,,,203500,0.12986408174037933,0.001,,-49.185244940000004,100.0
63,54.8170166015625,-46.7154237,203499,100.0,2036,203600,0.13044726848602295,0.001,3210,,
,54.538909912109375,,203899,,,204000,0.13388024270534515,0.001,,-51.21453134,100.0
63,,-47.28701513000001,,100.0,2040,204000,,,3217,,
63,54.72830581665039,-47.403343080000006,204299,100.0,2044,204400,0.10235443711280823,0.001,3220,,
,54.4263801574707,,204399,,,204500,0.12140890955924988,0.001,,-49.047861659999995,100.0
63,54.602386474609375,-47.38091138,204699,100.0,2048,204800,0.11249572038650513,0.001,3228,,
,54.61208724975586,,204899,,,205000,0.09296287596225739,0.001,,-47.5539066,100.0
63,54.86149215698242,-47.11489413,205099,100.0,2052,205200,0.12132981419563293,0.001,3235,,
,54.93915557861328,,205399,,,205500,0.14571630954742432,0.001,,-45.88171101999999,100.0
63,54.665672302246094,-47.218991579999994,205499,100.0,2056,205600,0.10973890125751495,0.001,3242,,
,54.246307373046875,,205899,,,206000,0.10306678712368011,0.001,,-43.7416435,100.0
63,,-47.662486529999995,,100.0,2060,206000,,,3249,,
63,54.90300750732422,-47.85779772000001,206299,100.0,2064,206400,0.10705514997243881,0.001,3252,,
,54.39030456542969,,206399,,,206500,0.10207571089267731,0.001,,-41.0848865,100.0
63,54.80093765258789,-47.86694364,206699,100.0,2068,206800,0.07858657836914062,0.001,3259,,
,54.950408935546875,,206899,,,207000,0.13657216727733612,0.001,,-43.17380468,100.0
63,54.18390655517578,-47.70747863,207099,100.0,2072,207200,0.12490434944629669,0.001,3266,,
,55.0997200012207,,207399,,,207500,0.09571860730648041,0.001,,-41.73079756,100.0
63,54.651920318603516,-47.337088290000004,207499,100.0,2076,207600,0.09970101714134216,0.001,3274,,
,54.63105010986328,,207899,,,208000,0.08853220194578171,0.001,,-43.74900334,100.0
63,,-47.02595301,,100.0,2080,208000,,,3281,,
63,54.69049835205078,-46.302652300000005,208299,100.0,2084,208400,0.11828112602233887,0.001,3283,,
,54.62250900268555,,208399,,,208500,0.12738627195358276,0.001,,-46.39817778,100.0
63,54.29794692993164,-45.87710713999999,208699,100.0,2088,208800,0.10319925844669342,0.001,3291,,
,54.286216735839844,,208899,,,209000,0.1018182635307312,0.001,,-42.55357806,100.0
63,54.43393325805664,-45.84728946000002,209099,100.0,2092,209200,0.10757242143154144,0.001,3298,,
,54.17860412597656,,209399,,,209500,0.10615363717079163,0.001,,-41.45239028,100.0
63,54.168052673339844,-45.83307010000001,209499,100.0,2096,209600,0.10192624479532242,0.001,3305,,
,54.525970458984375,,209899,,,210000,0.11422363668680191,0.001,,-41.87440124,100.0
63,,-45.69714874000001,,100.0,2100,210000,,,3312,,
63,53.78378677368164,-45.59231359,210299,100.0,2104,210400,0.10215458273887634,0.001,3315,,
,54.70453643798828,,210399,,,210500,0.130080908536911,0.001,,-41.76925524,100.0
63,54.04148483276367,-45.120500039999996,210699,100.0,2108,210800,0.10425999760627747,0.001,3322,,
,54.23130798339844,,210899,,,211000,0.13017655909061432,0.001,,-41.09252574,100.0
63,54.11553192138672,-45.04267213,211099,100.0,2112,211200,0.10821622610092163,0.001,3329,,
,53.949256896972656,,211399,,,211500,0.09399432688951492,0.001,,-42.4072918,100.0
63,53.834938049316406,-44.77680487,211499,100.0,2116,211600,0.08207279443740845,0.001,3337,,
,53.79356384277344,,211899,,,212000,0.10446733236312866,0.001,,-41.831150619999995,100.0
63,,-44.257368490000005,,100.0,2120,212000,,,3344,,
63,54.28217315673828,-44.13113138000001,212299,100.0,2124,212400,0.0688604786992073,0.001,3347,,
,53.75834274291992,,212399,,,212500,0.08869475871324539,0.001,,-43.68329668000001,100.0
63,53.46808624267578,-43.59602353999999,212699,100.0,2128,212800,0.1346064805984497,0.001,3354,,
,53.784297943115234,,212899,,,213000,0.08181250095367432,0.001,,-41.22990044,100.0
63,53.33195495605469,-43.13145353000001,213099,100.0,2132,213200,0.14419041574001312,0.001,3361,,
,53.41053009033203,,213399,,,213500,0.07964147627353668,0.001,,-43.0741885,100.0
63,53.349273681640625,-42.71176735,213499,100.0,2136,213600,0.10166239738464355,0.001,3368,,
